note_names,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_contrast,mfcc,zero_crossing_rate,rms,tonnetz
23. D1,0.2650199,713.6333149146245,1702.7250120269373,1212.4129585597825,21.61325302979647,-12.238948,0.010890794836956522,0.07685551,-0.03799410369739998
23. D1,0.25571978,722.9335407917938,1789.627976320954,929.2045261548913,21.87908009320494,-19.766304,0.012015964673913044,0.047668774,-0.03732822897569575
23. D1,0.26398844,835.2280021393368,1460.5304329764194,1443.660835597826,20.00643008450443,-15.700602,0.01204780910326087,0.122594655,-0.031448073508401904
23. D1,0.26095787,1404.3217488861496,2020.3795171580477,2405.1651664402175,21.686221616370254,-23.966105,0.05830715013586957,0.03019483,-0.038855451508917956
23. D1,0.24852039,698.6725407514264,1513.6713974132886,970.8665930706521,22.905806153919617,-19.540756,0.01212211277173913,0.08597522,-0.029246681935925882
23. D1,0.24074638,997.3274561495305,1868.8665717280503,1655.2479619565217,18.729812698266525,-15.298847,0.013056216032608696,0.08860623,-0.05915135895822507
23. D1,0.22651327,792.4670070386694,1717.224609670855,1108.023734714674,19.831374658444062,-17.070501,0.011729364809782608,0.1253612,-0.035515415026026974
23. D1,0.23528682,689.134971783812,1842.7849063591127,971.8028192934783,21.03721406919566,-23.416061,0.011517068614130434,0.031601977,-0.021953389075705414
23. D1,0.23957711,734.3020180914954,1664.3077368567494,1101.0020380434783,21.64151247193082,-13.250492,0.011867357336956522,0.08180005,-0.04990310281662002
23. D1,0.23720334,810.582705940882,1525.7644806365386,1255.4793648097825,19.4394440331835,-14.162286,0.012674082880434782,0.077046126,-0.02096784711636505
23. D1,0.24216467,872.3079148185672,1814.8660820517293,1374.3800951086957,20.296792404428256,-23.929304,0.012238875679347826,0.05370872,-0.04451059008719897
23. D1,0.24575482,1159.5909737370114,1547.0561790332995,2295.626698369565,22.295041619058,-19.508074,0.01522163722826087,0.084760725,-0.032215746566224376
23. D1,0.25246057,1101.4525142879233,1877.2177630070503,1880.4103685461957,21.962490904905827,-22.535368,0.021537449048913044,0.037291512,-0.030828993905567908
23. D1,0.2407964,892.6402881706572,1697.3284254534476,1222.7114470108695,19.798455515236213,-18.128677,0.01497749660326087,0.07328941,-0.05094847536634127
23. D1,0.3228469,1519.7721109813904,1777.4326659625494,2848.9363960597825,22.207286821275584,-15.238617,0.022238026494565216,0.07341752,-0.015713808369981472
23. D1,0.24861212,798.7505293151513,1885.2992387139507,983.5056470788044,23.40215118675879,-21.853464,0.012313179347826086,0.036898166,-0.03565879474853283
23. D1,0.2597311,784.5237757584691,1833.2018541332243,1167.0059867527175,22.2368228570641,-19.596045,0.012631623641304348,0.045983344,-0.03609025083690515
23. D1,0.24206631,820.5988208072794,1590.2951892087447,1342.0802904211957,22.048582271596104,-16.345383,0.012790845788043478,0.07755516,-0.02409236353995923
23. D1,0.22997628,819.6597404693161,1666.7537091777363,1239.5635190217392,19.29591893529817,-21.428219,0.013364045516304348,0.039192483,-0.048047112974040504
23. D1,0.22964475,806.988765498778,1558.3712476297103,1047.6371433423913,21.495391814252095,-16.853735,0.014276919157608696,0.06591603,-0.027667068060101014
23. D1,0.28933787,1608.8140039771297,2028.2482502537648,3167.721424932065,19.57453319402448,-19.926394,0.016888162364130436,0.03986686,-0.023682028116506933
23. D1,0.24751046,1089.3609833904752,1903.7579934892378,1826.5773607336957,21.841445257845173,-21.38941,0.016325577445652172,0.038316194,-0.05195333013071562
23. D1,0.24753432,914.1362636703145,1875.4141880132358,1430.5536684782608,21.786104004848916,-21.642654,0.012589164402173914,0.05975836,-0.036683180844492264
23. D1,0.2518288,1200.682129403707,1788.404990436787,1592.0526919157608,18.04424059665814,-16.856422,0.045654296875,0.073172025,-0.05585589538873584
23. D1,0.24719863,1122.510993372231,1698.9886828756314,2174.853515625,21.19590159243934,-16.495901,0.013226052989130434,0.06575384,-0.02348077744203589
23. D1,0.22083984,592.3718046461132,1536.7527562212215,626.8034561820652,19.244578360355234,-23.65898,0.011368461277173914,0.048538193,-0.04369788560545008
23. D1,0.21513234,754.3153414916005,1539.8623998757307,1151.558254076087,21.4961631526446,-21.820978,0.011686905570652174,0.053996183,-0.0440800223665693
23. D1,0.22708306,924.9640009280989,2154.691836125385,1354.7193444293478,17.90369381417154,-21.672176,0.012716542119565218,0.02699997,-0.05444466424170699
23. D1,0.26646328,953.2875199547514,1571.6614577044522,1816.7469853940217,20.937289945005322,-16.702528,0.01278023097826087,0.11697097,-0.03050351703853388
23. D1,0.26760942,763.7554428812308,1787.1563957601131,1088.362984035326,22.356928913337832,-20.605639,0.012759001358695652,0.051914204,-0.033626442744692425
23. D1,0.2744406,1491.966227607609,1904.7799693573302,2930.856190557065,19.64332265718263,-20.785912,0.015073029891304348,0.040714797,-0.02609332818588466
23. D1,0.24661653,855.6223952431201,1783.5048355402762,1256.4155910326087,21.66589221262716,-23.863476,0.01374617866847826,0.04167041,-0.03306803361171992
34. C-sharp 2,0.1882489,2083.089550630165,1747.1206813870303,3512.252674932065,23.459804223116922,-18.17804,0.054570737092391304,0.064045005,-0.09187792359513787
34. C-sharp 2,0.15380219,1008.3680289639691,1917.6008286634535,1276.0763417119565,16.663546734941214,-22.766275,0.0205078125,0.017849194,-0.015183817944284283
34. C-sharp 2,0.16995265,1408.4086370768005,1743.554831842523,2224.4735054347825,20.60636961596236,-18.332973,0.029275645380434784,0.028389733,-0.14461628427851475
34. C-sharp 2,0.17218447,1423.8766779359828,2248.5398227412875,1798.958687160326,21.245957793239135,-24.068813,0.043775475543478264,0.028559282,-0.09612677678205864
34. C-sharp 2,0.16349567,1626.7713889692118,2458.3890102689115,2225.4097316576085,21.542382526760118,-23.91865,0.03623896059782609,0.011157734,-0.15817149713389203
34. C-sharp 2,0.15750821,1342.088286345608,2178.1932946439324,2092.9337211277175,22.101471257807333,-23.34069,0.025793987771739132,0.029738462,-0.06725497437178171
34. C-sharp 2,0.14494951,1527.4786744990042,2733.1700917790113,2158.0014436141305,23.121184923329057,-24.848677,0.03199303668478261,0.011604913,-0.20080450246821527
34. C-sharp 2,0.17024985,1499.9430644316526,1805.7696077629878,2672.457753057065,19.525134983453956,-14.592267,0.024541440217391304,0.048865017,-0.14557349082134244
34. C-sharp 2,0.15644883,1204.3930061234387,1867.4240505536459,2092.9337211277175,23.856551004892502,-20.25948,0.023065981657608696,0.03975614,-0.19802295097760197
34. C-sharp 2,0.18369058,1498.8990420370878,1684.9296222711255,2672.9258661684785,22.27151199083582,-14.334106,0.030804177989130436,0.06740399,-0.1628476987215822
34. C-sharp 2,0.1576257,976.514250904038,1765.2572951006173,1437.5753651494565,24.6776352235437,-20.002478,0.02431852921195652,0.03416675,-0.19899963858969624
34. C-sharp 2,0.176197,838.2622572823933,1668.256718321764,1372.9757557744565,20.750530223435625,-9.137824,0.020720108695652172,0.06262264,-0.050760796298592516
34. C-sharp 2,0.17502864,1492.3954561323721,2623.587192423139,2204.3446416440215,22.553262472263583,-23.33886,0.029434867527173912,0.012656168,-0.06193746595389956
34. C-sharp 2,0.13782328,1482.4228293174124,2295.1420208434433,1827.5135869565217,22.33268457172093,-12.139257,0.040495499320652176,0.07430059,-0.19556547723825085
34. C-sharp 2,0.20327865,1241.7103452812685,1566.6587266809106,1829.386039402174,22.41708783502056,-15.894511,0.040399966032608696,0.067779094,-0.07481901378765553
34. C-sharp 2,0.15020429,1492.200182359779,2797.805492614359,2160.8101222826085,22.513451541301915,-24.397444,0.029031504755434784,0.010294612,-0.17826377873348737
34. C-sharp 2,0.21230327,1298.3566353816602,2089.0378044874874,2204.3446416440215,23.26109557003852,-25.268042,0.02914826766304348,0.02456279,-0.17065317401888355
34. C-sharp 2,0.15385951,1293.5087599804938,2141.7618614931707,2019.9080757472825,21.452096355567303,-22.355942,0.026324728260869564,0.024662003,-0.05934998000637188
34. C-sharp 2,0.16832517,786.5103695750296,1672.4937789318988,1172.1552309782608,22.862249548725195,-9.507518,0.019244650135869564,0.061788574,-0.058261570576901935
34. C-sharp 2,0.16291624,988.0566749619227,1430.5759994367263,1194.156547214674,19.650645077779146,-13.777655,0.02214249320652174,0.08194381,-0.19319493277638336
34. C-sharp 2,0.20772517,1601.4964750510478,1900.3863969895253,2258.1776494565215,20.473045939168355,-16.324919,0.051725968070652176,0.048029184,-0.1072039007614034
34. C-sharp 2,0.20276667,1312.3511689449654,2043.7004144303232,2224.9416185461955,22.2309129028154,-22.93254,0.026324728260869564,0.027520562,-0.09290670216662045
34. C-sharp 2,0.18726416,968.4814533034381,1903.912623368227,1179.1769276494565,24.309589467855442,-16.365013,0.021622367527173912,0.035001628,-0.09550237234456072
34. C-sharp 2,0.2081447,1614.5466137683702,1837.3432889055618,2884.981105638587,22.002485814893515,-22.064402,0.025188943614130436,0.039571553,-0.06325003066291705
34. C-sharp 2,0.17655975,2142.1360240645513,1717.1383373289873,3549.7017238451085,23.951589244634516,-18.424479,0.05762780230978261,0.06407615,-0.07131237662544485
34. C-sharp 2,0.1453745,1538.242752582319,1754.3178139848458,2473.977793817935,25.335035896881266,-21.526089,0.03931725543478261,0.041606836,-0.09051696343726358
34. C-sharp 2,0.18576632,1135.2342684872974,2050.3052316384033,1666.4826766304348,24.741960143927614,-19.877607,0.021548063858695652,0.03159175,-0.06991833269619403
34. C-sharp 2,0.16254558,1485.2113276091563,1482.8083786560078,2163.618800951087,21.593680345017976,-18.344406,0.051736582880434784,0.03497987,-0.15218183600866664
34. C-sharp 2,0.16919766,1435.3677323995232,1793.9348714436912,2102.7640964673915,23.89808769315563,-20.65868,0.04018766983695652,0.028811812,-0.1983148105362492
34. C-sharp 2,0.1850801,1315.6882582036874,1649.5632970981308,2412.186863111413,23.316293822030115,-17.519907,0.023968240489130436,0.07312989,-0.07829592234880083
34. C-sharp 2,0.1720324,1005.8315835447368,1573.9414375264562,1647.758152173913,22.606564874518487,-14.65784,0.022174337635869564,0.07207754,-0.09834408190797538
34. C-sharp 2,0.1534175,1057.405055382506,1914.3874257437685,1355.655570652174,24.935549512439078,-22.481884,0.023766559103260868,0.03726009,-0.12278883850562476
34. C-sharp 2,0.18231834,1781.4926839805887,2023.9580517004326,3296.452530570652,22.075725028188067,-20.043528,0.027471127717391304,0.039420594,-0.16871090130172411
34. C-sharp 2,0.17299357,2268.245446021712,2165.568364008003,3267.8976307744565,20.711375918818398,-21.41042,0.08281674592391304,0.04026336,-0.0808501563061058
34. C-sharp 2,0.16038552,1367.3514245333445,1787.8885865454852,2278.7746263586955,22.269783858248097,-19.259302,0.0302734375,0.040355217,-0.1912064629146991
34. C-sharp 2,0.18404679,1059.2166922077754,1901.2240448288053,1372.5076426630435,24.545874782880336,-19.37447,0.021993885869565216,0.033113495,-0.10263401591642529
34. C-sharp 2,0.1851846,1693.4027013152172,1843.2356523063768,2593.346637228261,22.324220371526927,-23.376194,0.04457158627717391,0.026034642,-0.18572058586293438
34. C-sharp 2,0.18146352,1810.3251943384544,2293.0814551120657,2530.1513671875,23.9219178746039,-24.322092,0.05038850203804348,0.0199478,-0.07434729572546878
34. C-sharp 2,0.1404952,1661.1718507032506,1674.2817130759915,2759.5267917798915,23.67254437451949,-16.647236,0.03758704144021739,0.04785628,-0.168806255011679
34. C-sharp 2,0.16150996,1364.9294255772193,1926.3789575742217,2018.0356233016305,22.6760609907065,-21.06871,0.027428668478260868,0.031466667,-0.0415522672790224
34. C-sharp 2,0.17027923,1100.1695451644823,2010.1490625245983,1680.057956861413,23.93762689714395,-17.831785,0.022673233695652172,0.029687053,-0.09158593423496345
34. C-sharp 2,0.16756831,1728.3743150343942,2139.0659587198606,2970.177691915761,22.081273232667375,-20.46159,0.026123046875,0.02996433,-0.18606513757130874
34. C-sharp 2,0.16343042,1140.7742672261875,1898.9123943904253,1733.4228515625,18.847708940205052,-15.641355,0.023310122282608696,0.055000648,-0.11088787406405733
34. C-sharp 2,0.16553104,1283.9550561311034,1631.556977070927,2230.090862771739,22.3349594216533,-16.775423,0.026250424592391304,0.07460881,-0.07992064220677753
34. C-sharp 2,0.19253062,1007.1664724603952,1997.5500029542445,1129.0888247282608,22.299774977399014,-16.570068,0.023628566576086956,0.037446342,-0.1725696955116758
34. C-sharp 2,0.15881714,1460.5580064569785,2117.766905637539,2505.8094853940215,24.845574522660154,-23.69439,0.026876698369565216,0.025585342,-0.11439800589551191
34. C-sharp 2,0.15017785,1165.5958681728484,1936.256506699334,1841.0888671875,22.62010595679545,-22.505194,0.023724099864130436,0.036091577,-0.18755604970803472
34. C-sharp 2,0.1573718,1373.7521043821162,1803.899538230966,2208.089546535326,20.45178583569701,-17.862402,0.029509171195652172,0.030153884,-0.054465844772351175
34. C-sharp 2,0.16066228,1712.847901586407,1961.7746726981761,3103.5899286684785,20.887005536106145,-12.224383,0.024774966032608696,0.05632855,-0.05940731150557571
34. C-sharp 2,0.17483585,1090.3843096726057,1651.5484997008423,1877.6016898777175,24.527154038763776,-17.075617,0.022970448369565216,0.05638219,-0.11196433355091222
34. C-sharp 2,0.17842183,984.9174803804053,1790.0646067720866,1856.5365998641305,21.430524395811304,-10.522125,0.020624575407608696,0.061978813,-0.08806489861903385
34. C-sharp 2,0.1732092,959.1513659588846,1872.2771592208824,946.0565981657609,23.618743415011878,-19.60637,0.023448114809782608,0.039960187,-0.2015348670067813
34. C-sharp 2,0.1827718,1608.4385825760605,1827.0732370665717,3005.286175271739,21.438969502327883,-22.268839,0.02424422554347826,0.041268412,-0.15635369452518455
34. C-sharp 2,0.16722104,2183.2326009371895,1674.7106804645948,3581.5334154211955,23.044826347606936,-17.24084,0.06279721467391304,0.07500904,-0.07333060655681532
34. C-sharp 2,0.14494956,1525.5353799200077,2733.1968923606673,2158.0014436141305,23.148947669172653,-24.852741,0.032162873641304345,0.011604902,-0.2008030475708469
34. C-sharp 2,0.14292853,1024.146738533451,1887.3672572076916,1332.7180281929348,22.505266456400605,-17.546125,0.022715692934782608,0.03610522,-0.1091113112826307
34. C-sharp 2,0.16000934,1196.623862687986,1846.0699331669055,1782.1066151494565,22.259389234733433,-17.497892,0.029349949048913044,0.02838814,-0.1069001091223741
34. C-sharp 2,0.1687465,2398.7917736784307,2042.6847674215232,3623.1954823369565,21.78735243018698,-18.405914,0.07266898777173914,0.040694017,-0.0932985099375312
34. C-sharp 2,0.18186171,1155.2133908842475,1953.1721060926677,1883.687160326087,23.136859947618333,-20.780031,0.024212381114130436,0.033025097,-0.11373833293703794
34. C-sharp 2,0.15054736,1261.4389271452542,2044.620083175825,1932.8390370244565,17.61699007445545,-17.781904,0.022758152173913044,0.038560655,-0.11549925256605405
34. C-sharp 2,0.19754478,1414.5357335364201,1817.7623857533843,2569.0047554347825,23.524396899898438,-18.2652,0.02888289741847826,0.042001378,-0.08784490306512084
37. E3,0.14939055,1373.2551141544448,1670.8360298938114,1923.9448879076087,19.007762179547168,-16.394894,0.036493716032608696,0.09428461,0.11900153995269801
37. E3,0.17449832,1167.4919790397385,2192.113201416697,1469.4070567255435,22.445116171792492,-21.73751,0.025019106657608696,0.028004903,0.09506392288506164
37. E3,0.1326065,1180.8615189941384,1484.1355722673047,1940.3288468070652,23.86207669759428,-20.776987,0.02822477921195652,0.06584504,0.147532140929823
37. E3,0.15465789,1618.493274599557,2001.001724383801,2970.645805027174,21.087807661823806,-17.399754,0.027566661005434784,0.066921346,0.14280166398078478
37. E3,0.13219734,1100.8046489814776,1670.096520768235,1419.3189538043478,23.79495773631241,-28.262756,0.027163298233695652,0.05608647,0.17117803299679585
37. E3,0.14272076,1157.6516248365829,1702.1848649084866,1698.7824813179348,24.985279401402508,-21.606394,0.027258831521739132,0.058073733,0.13426243949331668
37. E3,0.1364181,1456.5533400834327,1601.0197864624645,2627.05078125,23.029687121399498,-18.677485,0.03609035326086957,0.08252265,0.13390226767677665
37. E3,0.13740644,1150.5665222475354,1595.7716188923762,1688.9521059782608,20.253734651000954,-21.600056,0.026590098505434784,0.051158894,0.12115737004892303
37. E3,0.14869246,1545.8659483694573,1777.6498381863637,2635.0087041440215,24.65495229535723,-22.478012,0.04628057065217391,0.048615348,0.14048799936838152
37. E3,0.13433667,1230.8781235757858,2004.1385030447025,1573.3281674592392,23.348547452897105,-25.837896,0.030092985733695652,0.042513315,0.15767053268908623
37. E3,0.13193522,1152.7208592248105,2007.6697248360322,1356.123683763587,21.749822269248654,-24.333828,0.028797978940217392,0.036657233,0.1628679738735478
37. E3,0.18256077,2357.187803858141,1778.5616772411129,3764.0975288722825,24.406526905622528,-19.888786,0.05836022418478261,0.071127966,0.10164154627463808
37. E3,0.14948608,870.6441432341925,1620.6671650013297,1396.3814113451087,24.252469573742523,-12.909581,0.025602921195652172,0.058380216,0.10431490959674274
37. E3,0.14276505,1510.3487186760408,1747.646620275603,2750.6326426630435,24.42756650077657,-16.472374,0.02846891983695652,0.09375154,0.13931349551483804
37. E3,0.13194272,1231.3391491091188,2006.8249627826808,1567.2426970108695,24.761205485302423,-24.583565,0.029042119565217392,0.04240757,0.16142065661638572
37. E3,0.13383096,1497.0843550705097,2006.497698237645,2547.9396654211955,24.008911737081732,-23.844223,0.028182319972826088,0.035396684,0.14625335141612986
37. E3,0.27608588,2389.8346578850883,1763.629855418512,4092.712933084239,23.161692080501236,-18.055105,0.06128991168478261,0.07097507,0.07651449506996119
37. E3,0.15274616,1774.3614279696665,2143.212698954237,3108.2710597826085,23.43304723351093,-28.628176,0.026696246603260868,0.029556949,0.1328947554541396
37. E3,0.1499479,1031.746920207643,1867.3823766682876,1115.0454313858695,23.080904311000992,-23.536057,0.02668563179347826,0.03997787,0.14052426589804748
37. E3,0.13897705,1843.4538964314545,1728.0503802194225,2919.153362771739,26.786325383686773,-24.201838,0.05884850543478261,0.045606956,0.16293828991528764
37. E3,0.18888706,1848.7223108372286,1964.8035065367042,3281.941024116848,19.45845097477901,-23.117256,0.028012483016304348,0.031662293,0.08316648455800314
37. E3,0.14790517,1551.8001419464156,1992.077993085159,2826.9350798233695,25.60287335587674,-21.818867,0.03044327445652174,0.05593847,0.13196516310596068
37. E3,0.13486914,1430.059508894146,1741.7353884668198,2635.476817255435,25.642763620022915,-19.968332,0.02675993546195652,0.06417919,0.15220991951252572
37. E3,0.15635842,888.149196940068,1705.98872838572,1198.8376783288043,25.01183666609734,-12.532039,0.025602921195652172,0.07017004,0.11245234636951916
37. E3,0.146489,1368.2228851063633,2245.254802854589,2061.5701426630435,24.95406146000503,-23.406115,0.02815047554347826,0.027115982,0.13402701926441665
37. E3,0.14368443,1125.9258446118404,1518.8962522335846,1586.9034476902175,23.18217325983081,-17.80544,0.027163298233695652,0.097518705,0.14293818507779144
37. E3,0.1311783,986.5543532806752,1635.9134174670069,1012.9967730978261,24.480611257739984,-23.947926,0.028596297554347828,0.056233853,0.1735796150882917
37. E3,0.14087296,1213.7328304307498,2054.8035562510686,1746.9981317934783,17.925920271714546,-23.747885,0.02214249320652174,0.015707236,0.05333426546601065
37. E3,0.1398332,1277.6601127639103,1553.3471519945942,1913.6463994565217,21.67676967778267,-19.428295,0.03217348845108696,0.047994252,0.10655960329208627
37. E3,0.13193521,1154.5023552381458,2018.9152254484945,1354.7193444293478,21.77966014475501,-24.33386,0.028797978940217392,0.03665722,0.16287046469142727
37. E3,0.13542926,913.8643909941565,1601.6302774277856,1159.9842900815217,25.236577406867777,-12.9394455,0.026388417119565216,0.09075079,0.12605458241290374
37. E3,0.13358197,1391.9965452959714,1636.9784554563362,2532.491932744565,24.037592197394623,-18.387194,0.026728091032608696,0.09881533,0.13768898174009558
37. E3,0.1632902,1298.1900651819087,1834.4247031033722,2169.7042713994565,22.686116402831694,-24.701283,0.029095193614130436,0.055940393,0.12161189658888388
37. E3,0.13299714,1055.3963439127313,1945.8029560027153,1012.9967730978261,23.563498002733954,-21.767216,0.026802394701086956,0.03696615,0.14624576578078372
37. E3,0.13879953,1461.4136839924008,1782.124566604711,2308.7338654891305,25.308615942180502,-24.251007,0.03519870923913043,0.047880717,0.1694882531385828
37. E3,0.16313852,1793.3447425143238,2038.537274934899,3034.309188179348,23.102297128063604,-24.737848,0.029052734375,0.03121904,0.10566413391503846
37. E3,0.22465235,2353.8956722324847,1846.6968751139589,4089.904254415761,23.42726727272373,-20.481445,0.055886973505434784,0.069414996,0.1002700974628352
37. E3,0.13684168,994.9453278119036,1635.0316818380568,989.5911175271739,22.44647722951802,-23.908186,0.027067764945652172,0.058151316,0.14686382087957056
37. E3,0.14110312,1281.3035400965505,1900.2421794798079,2006.3327955163043,20.760545982660666,-21.939657,0.029827615489130436,0.03378966,0.11665963967416182
37. E3,0.14026082,1154.1415445802836,1860.6552668156735,1507.32421875,22.639915096121783,-24.025522,0.027046535326086956,0.042943683,0.1443460338863089
37. E3,0.13514651,1479.3755987293034,1846.398303624794,2494.5747707201085,24.641803631596627,-20.304092,0.039667544157608696,0.048557546,0.15838495010221562
37. E3,0.13974354,1257.101392537202,2050.835633589803,2041.9093919836957,25.765852659149438,-23.748447,0.02695100203804348,0.03202013,0.12945169780958304
37. E3,0.14242308,1035.4324782861497,1480.5359468347444,1303.695015285326,22.00700520066435,-15.405556,0.026866083559782608,0.10220934,0.13456836720296958
37. E3,0.15083514,1107.6803801661151,2016.5954711832558,1407.1480129076087,23.801899902157512,-21.486849,0.028967815896739132,0.03985769,0.14934751542434127
37. E3,0.1382842,1376.4018579641947,1637.7739643202667,2490.8298658288045,26.734748734192006,-18.516924,0.027449898097826088,0.097847484,0.14156401960744203
37. E3,0.13615632,1414.985188039233,1710.7442172585063,2678.0751103940215,21.664216610013103,-19.992077,0.02668563179347826,0.06448422,0.1359901328750093
37. E3,0.13203242,1126.5883749490108,1482.7458503971156,1672.1000339673913,20.911655126375933,-15.505989,0.02685546875,0.101370946,0.1467655689825497
37. E3,0.13464801,1223.9249578085662,2045.3666646386725,1587.8396739130435,22.646190288522554,-22.698301,0.02863875679347826,0.045446634,0.14792434881276526
37. E3,0.13601981,1066.1274120929593,1780.6820077339105,1229.7331436820652,24.025987811481183,-22.736828,0.026547639266304348,0.034206282,0.13976553051580923
37. E3,0.14223872,1288.013299259909,2308.9748522147784,1667.4189028532608,23.427060938857423,-27.358015,0.027853260869565216,0.02607471,0.1487548544325122
37. E3,0.14831887,1648.0353538404015,2043.8119702447825,2865.788468070652,17.65735972386525,-16.302525,0.03514563519021739,0.05437729,0.08820419274066595
37. E3,0.13581575,1209.3201333681502,1957.7572419229618,1865.4307489809783,22.085267456487454,-20.451017,0.026834239130434784,0.038249277,0.13535284987354348
37. E3,0.15717185,1236.3021416043473,1966.6955226347764,1825.1730213994565,22.22540500072955,-21.618977,0.028309697690217392,0.029486146,0.1291184751798706
37. E3,0.1402202,1327.017668875566,1732.7606437394431,2210.8982252038045,20.17526522021274,-20.073786,0.02783203125,0.046259023,0.11034733398294785
37. E3,0.19250347,1334.8102658645773,2529.442978661975,1789.5964249320652,22.00365993444658,-22.753643,0.025740913722826088,0.025313577,0.11421594247384033
37. E3,0.13246016,1178.7765009917746,1731.4383520648005,1411.8291440217392,24.055532712922346,-14.546046,0.028575067934782608,0.14499652,0.176439013753709
37. E3,0.1513027,1433.209848790367,1999.2871160638792,2355.0770635190215,18.433267790694714,-18.387373,0.031324303668478264,0.041695785,0.09436919135658564
